Weekday,Drop_Prob,Avg_Return,Avg_Drawdown,SIP_Score
Monday,0.43866171003717475,-0.0002888688564625145,-0.056405736804399594,0.9716147667413209
Friday,0.47191011235955055,0.0005811812369274665,-0.054983949108995143,0.9425789766395601
Thursday,0.46788990825688076,0.0002934178177180851,-0.05464160103474517,0.9123230655267519
Wednesday,0.47610294117647056,0.000754656106460497,-0.05627934976696857,0.8817531491358697
Tuesday,0.4696132596685083,0.0010264263357740264,-0.05553506388953588,0.8375811207228646
