Week_of_Month,Drop_Prob,Avg_Return,SIP_Score
4,0.47106109324758844,0.000232586667710443,0.9283430461952636
1,0.472,0.0004988543144246602,0.9138356510404793
2,0.4483306836248013,0.00040822404007604806,0.9045505649320387
3,0.47020933977455714,0.0003614363546886572,0.9004591964696446
5,0.45161290322580644,0.0015612219160328553,0.8505558964968741
